"","Species","mean_body_mass","class","order","family","genus","species","common_name","gestation_d","weaning_d","inter_litter_or_interbirth_interval_y","birth_or_hatching_weight_g","female_maturity_d","litter_or_clutch_size_n"
"726","Potos flavus",2375.31490158333,"Mammalia","Carnivora","Procyonidae","Potos","flavus","Kinkajou",115.9,114.065,0.999315537,173.42,830.7777,1
"727","Praomys delectorum",36.97,"Mammalia","Rodentia","Muridae","Praomys","delectorum","East African Praomys",24.3488,25,0.065708419,2.7,74.2,3.5
"728","Praomys jacksoni",37.1,"Mammalia","Rodentia","Muridae","Praomys","jacksoni","Jackson's Praomys",24.3488,25,0.065708419,2.7,74.2,3.5
"729","Praomys lukolelae",37.035,"Mammalia","Rodentia","Muridae","Praomys","lukolelae","Lukolela Praomys",24,24.95752,0.065708419,2.7,81.87284,3.5
"730","Praomys minor",37.1,"Mammalia","Rodentia","Muridae","Praomys","minor","Least Praomys",24.3488,25,0.065708419,2.7,74.2,3.5
"731","Praomys rostratus",36.97,"Mammalia","Rodentia","Muridae","Praomys","rostratus","West African Praomys",24,24.95752,0.065708419,2.7,81.87284,3.5
"732","Praomys tullbergi",32.3233333333333,"Mammalia","Rodentia","Muridae","Praomys","tullbergi","Tullberg's Praomys",24,24.95752,0.065708419,2.7,81.87284,3.5
"733","Prionailurus bengalensis",4716.66666666667,"Mammalia","Carnivora","Felidae","Prionailurus","bengalensis","Leopard Cat",66.04612,44.74092,0.449774127,93.86,563.67472,2.5
"734","Prionailurus iriomotensis",4150,"Mammalia","Carnivora","Felidae","Prionailurus","iriomotensis","Iriomote Cat",66.04612,44.74092,0.449774127,93.86,563.67472,2.5
"735","Procapra gutturosa",29424.7566666667,"Mammalia","Artiodactyla","Bovidae","Procapra","gutturosa","Mongolian Gazelle",189.94,38.97,0.999315537,2900,532.63,1.33
"736","Procavia capensis",2992.5,"Mammalia","Hyracoidea","Procaviidae","Procavia","capensis","Rock Hyrax",226.44942,88.25758,0.999315537,218.59,500,2.44
"737","Procyon lotor",5444.3,"Mammalia","Carnivora","Procyonidae","Procyon","lotor","Raccoon",63.91434,91,0.999315537,80,365,3.39
"738","Proechimys guyannensis",335.265,"Mammalia","Rodentia","Echimyidae","Proechimys","guyannensis","Guyenne Spiny-rat",63.6628,28.30492,0.180698152,24.7,146.1023,2.28
"739","Propithecus coquereli",3622.695,"Mammalia","Primates","Indridae","Propithecus","coquereli","Coquerel's Sifaka",145.5246,179.395,0.999315537,90.045,1074.90716,1.01
"740","Propithecus deckenii",3588.26,"Mammalia","Primates","Indridae","Propithecus","deckenii","Van der Decken's Sifaka",148,177.83,1.234770705,77.64,943.94,1.02
"741","Propithecus diadema",5838.165,"Mammalia","Primates","Indridae","Propithecus","diadema","Diademed Sifaka",166.28274,266.6188,2.040246407,134.995,1618.85608,1.01
"742","Propithecus edwardsi",6568.99,"Mammalia","Primates","Indridae","Propithecus","edwardsi","Milne-Edwards's Sifaka",166.28274,266.6188,2.040246407,134.995,1618.85608,1.01
"743","Propithecus perrieri",6414.495,"Mammalia","Primates","Indridae","Propithecus","perrieri","Perrier's Sifaka",166.28274,266.6188,2.040246407,134.995,1618.85608,1.01
"744","Propithecus verreauxi",4234.565,"Mammalia","Primates","Indridae","Propithecus","verreauxi","Verreaux's Sifaka",148,177.83,1.234770705,77.64,943.94,1.02
"745","Psammomys obesus",200.443333333333,"Mammalia","Rodentia","Muridae","Psammomys","obesus","Fat Sand Rat",24.8,27.08804,0.104449008,6.25,100,3.5
"746","Psammomys vexillaris",177.33,"Mammalia","Rodentia","Muridae","Psammomys","vexillaris","Lesser Sand Rat",24.8,27.08804,0.104449008,6.25,100,3.5
"747","Pseudantechinus macdonnellensis",37.887092565,"Mammalia","Dasyuromorphia","Dasyuridae","Pseudantechinus","macdonnellensis","Fat-tailed False Antechinus",44.36,106,0.999315537,0.01115,350,5.94
"748","Pseudantechinus mimulus",39.99,"Mammalia","Dasyuromorphia","Dasyuridae","Pseudantechinus","mimulus","Alexandria False Antechinus",44.36,106,0.999315537,0.01115,350,5.94
"749","Pseudochirulus herbertensis",1098.34,"Mammalia","Diprotodontia","Pseudocheiridae","Pseudochirulus","herbertensis","Herbert River Ringtail",13,121.76,0.908966461,0.17,454.74,1.945
"750","Pseudomys novaehollandiae",17.4,"Mammalia","Rodentia","Muridae","Pseudomys","novaehollandiae","New Holland Pseudomys",31.87108,26.44838,0.091718001,1.82,106.82618,4.05
"751","Pteronura brasiliensis",24000,"Mammalia","Carnivora","Mustelidae","Pteronura","brasiliensis","Giant Otter",68.78536,120.48,0.999315537,204.25,730.232,1.94
"752","Pteropus giganteus",841.5125,"Mammalia","Chiroptera","Pteropodidae","Pteropus","giganteus","Indian Flying Fox",155.795,136.04,0.999315537,67.66,380.145,0.995
"753","Puma concolor",52800,"Mammalia","Carnivora","Felidae","Puma","concolor","Cougar",92.3,90,1.867091034,400,912,2.76
"754","Pusa caspica",86658.33,"Mammalia","Carnivora","Phocidae","Pusa","caspica","Caspian Seal",288.95,30.74,0.999315537,10606.875,1526.85,1
"755","Pusa hispida",78167.5,"Mammalia","Carnivora","Phocidae","Pusa","hispida","Ringed Seal",251,48.6976,0.999315537,5954.545,2191.5,1
"756","Pusa sibirica",89833.33,"Mammalia","Carnivora","Phocidae","Pusa","sibirica","Baikal Seal",275.777,67.055,0.999315537,3000,2129,1.01
"757","Pygathrix cinerea",9875,"Mammalia","Primates","Cercopithecidae","Pygathrix","cinerea","Gray-shanked Douc Langur",182.88,330,1.089253936,393.5,1460,1
"758","Pygathrix nemaeus",9771.66666666667,"Mammalia","Primates","Cercopithecidae","Pygathrix","nemaeus","Red-shanked Douc Langur",182.88,330,1.089253936,393.5,1460,1
"759","Pygathrix nigripes",10104.16,"Mammalia","Primates","Cercopithecidae","Pygathrix","nigripes","Black-shanked Douc Langur",182.88,330,1.089253936,393.5,1460,1
"760","Rangifer tarandus",98532.65225,"Mammalia","Artiodactyla","Cervidae","Rangifer","tarandus","Reindeer",222.5,120,0.999315537,5773.67,695.16674,1.1
"761","Raphicerus campestris",11458.3325,"Mammalia","Artiodactyla","Bovidae","Raphicerus","campestris","Steenbok",198.74708,91,0.594113621,920,233.81,1
"762","Rattus andamanensis",197.97,"Mammalia","Rodentia","Muridae","Rattus","andamanensis","Indochinese Forest Rat",22.26132,26.08748,0.092060233,4.55,102.645,6.625
"763","Rattus argentiventer",200,"Mammalia","Rodentia","Muridae","Rattus","argentiventer","Ricefield Rat",22,26.08748,0.085557837,4.55,90,6.94
"764","Rattus blangorum",142.68,"Mammalia","Rodentia","Muridae","Rattus","blangorum","Aceh Rat",22.26132,26.08748,0.092060233,4.54,102.645,5.88
"765","Rattus exulans",66.1575,"Mammalia","Rodentia","Muridae","Rattus","exulans","Pacific Rat",21.77914,25.87004,0.202600958,2.525,90.79444,3.665
"766","Rattus lugens",200,"Mammalia","Rodentia","Muridae","Rattus","lugens","Mentawai Archipelago Rat",22.26132,26.08748,0.092060233,4.55,102.645,5.95
"767","Rattus rattus",199.25,"Mammalia","Rodentia","Muridae","Rattus","rattus","Roof Rat",22.26132,26.08748,0.092060233,4.55,102.645,5.95
"768","Rattus satarae",200,"Mammalia","Rodentia","Muridae","Rattus","satarae","Sahyadris Forest Rat",22.26132,26.08748,0.092060233,4.55,102.645,5.95
"769","Rattus simalurensis",142.68,"Mammalia","Rodentia","Muridae","Rattus","simalurensis","Simalur Archipelago Rat",22.26132,26.08748,0.092060233,4.54,102.645,5.88
"770","Rattus tanezumi",171.34,"Mammalia","Rodentia","Muridae","Rattus","tanezumi","Oriental House Rat",22.26132,26.08748,0.092060233,4.55,102.645,5.95
"771","Rattus tiomanicus",142.68,"Mammalia","Rodentia","Muridae","Rattus","tiomanicus","Malaysian Field Rat",22.26132,26.08748,0.092060233,4.54,102.645,5.88
"772","Ratufa bicolor",2000,"Mammalia","Rodentia","Sciuridae","Ratufa","bicolor","Black Giant Squirrel",31.7289,51.6,0.584531143,77,1078.4781,1.65
"773","Redunca fulvorufula",29683.3333333333,"Mammalia","Artiodactyla","Bovidae","Redunca","fulvorufula","Mountain Reedbuck",222.99,82.12,0.966228611,2719.09,388,1
"774","Reithrodontomys humulis",9.275,"Mammalia","Rodentia","Cricetidae","Reithrodontomys","humulis","Eastern Harvest Mouse",22.0435,22.02568,0.093223819,1.08,74.67492,2.945
"775","Reithrodontomys megalotis",10.44,"Mammalia","Rodentia","Cricetidae","Reithrodontomys","megalotis","Western Harvest Mouse",23.31568,20.6526,0.075564682,1.345,97.46954,3.75
"776","Reithrodontomys zacatecae",10.72,"Mammalia","Rodentia","Cricetidae","Reithrodontomys","zacatecae","Zacatecan Harvest Mouse",23.31568,20.6526,0.075564682,1.345,97.46954,3.75
"777","Rhabdomys dilectus",45.865,"Mammalia","Rodentia","Muridae","Rhabdomys","dilectus","Mesic Four-striped Grass Rat",25.26188,14,0.079493498,2.67,54.17608,6
"778","Rhabdomys pumilio",46.99125,"Mammalia","Rodentia","Muridae","Rhabdomys","pumilio","Xeric Four-striped Grass Rat",25.26188,14,0.079493498,2.67,54.17608,6
"779","Rhinoceros unicornis",1600971.94433333,"Mammalia","Perissodactyla","Rhinocerotidae","Rhinoceros","unicornis","Indian Rhinoceros",479,456,2.408555784,58204.55,2069.22,1
"780","Rhinolophus ferrumequinum",21.1875,"Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","ferrumequinum","Greater Horseshoe Bat",85.62,52.935,0.999315537,5.72,778.845,0.99
"781","Rhinolophus hipposideros",4.72833333333333,"Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","hipposideros","Lesser Horseshoe Bat",71.255,34.1,0.999315537,2.1,473.63,1
"782","Rhinopoma hardwickii",12,"Mammalia","Chiroptera","Rhinopomatidae","Rhinopoma","hardwickii","Lesser Mouse-tailed Bat",98.28,36.02,0.999315537,2.5,273.96,0.995
"783","Rhinopoma microphyllum",28.01,"Mammalia","Chiroptera","Rhinopomatidae","Rhinopoma","microphyllum","Greater Mouse-tailed Bat",120.435,31.3,0.999315537,4.99,689.7,1
"784","Rhynchocyon chrysopygus",539.2,"Mammalia","Macroscelidea","Macroscelididae","Rhynchocyon","chrysopygus","Golden-rumped Elephant Shrew",42.135,14.45682,0.221765914,80,38.0225,1
"785","Rucervus eldii",113490.536666667,"Mammalia","Artiodactyla","Cervidae","Rucervus","eldii","Eld's Deer",240.19,239.83568,1.033127995,4750,531.64,1.01
"786","Rupicapra pyrenaica",27816.276885,"Mammalia","Artiodactyla","Bovidae","Rupicapra","pyrenaica","Pyrenean Chamois",149.72094,76.02,0.999315537,2400,674,1
"787","Rupicapra rupicapra",37095.79375,"Mammalia","Artiodactyla","Bovidae","Rupicapra","rupicapra","Alpine Chamois",149.72094,76.02,0.999315537,2400,674,1
"788","Rusa alfredi",54737.5,"Mammalia","Artiodactyla","Cervidae","Rusa","alfredi","Visayan Spotted Deer",249.5875,228,1.002053388,9890,594.51078,1
"789","Saccostomus campestris",54.67875,"Mammalia","Rodentia","Nesomyidae","Saccostomus","campestris","Southern African Pouched Mouse",21,28.97,0.14072553,2.6,50.56,6.8
"790","Saguinus fuscicollis",375.6314191,"Mammalia","Primates","Cebidae","Saguinus","fuscicollis","Brown-mantled Tamarin",148,91,0.678302533,39.6,546,1.8
"791","Saguinus geoffroyi",419.3425,"Mammalia","Primates","Cebidae","Saguinus","geoffroyi","Geoffroy's Tamarin",172.11812,53.84894,0.659548255,41,548,1.945
"792","Saguinus graellsi",450,"Mammalia","Primates","Cebidae","Saguinus","graellsi","Graells's Tamarin",140,82.1772,0.687200548,43.58,850.45,1.8
"793","Saguinus melanoleucus",393.99,"Mammalia","Primates","Cebidae","Saguinus","melanoleucus","White-mantled Tamarin",148,91,0.678302533,39.6,546,1.8
"794","Saguinus midas",534.865519133333,"Mammalia","Primates","Cebidae","Saguinus","midas","Red-handed Tamarin",132.62,71,0.566269678,40,624.49108,2
"795","Saguinus mystax",543.5,"Mammalia","Primates","Cebidae","Saguinus","mystax","Moustached Tamarin",148.28,171.02516,0.460643395,46.9,521.425,1.93
"796","Saguinus niger",547.18,"Mammalia","Primates","Cebidae","Saguinus","niger","Black Tamarin",132.62,71,0.566269678,40,624.49108,2
"797","Saguinus nigricollis",456,"Mammalia","Primates","Cebidae","Saguinus","nigricollis","Black-mantled Tamarin",140,82.1772,0.687200548,43.58,850.45,1.8
"798","Saguinus oedipus",433.231878533333,"Mammalia","Primates","Cebidae","Saguinus","oedipus","Cottontop Tamarin",177.87312,52,0.653059548,39.79,614.19,1.9
"799","Saguinus pileatus",543.5,"Mammalia","Primates","Cebidae","Saguinus","pileatus","Red-capped Tamarin",148.28,171.02516,0.460643395,46.9,521.425,1.93
"800","Saguinus tripartitus",389.52,"Mammalia","Primates","Cebidae","Saguinus","tripartitus","Golden-mantled Tamarin",148,91,0.678302533,39.6,546,1.8
"801","Saiga borealis",37992.005,"Mammalia","Artiodactyla","Bovidae","Saiga","borealis","Mongolian Saiga",149.42192,86.25656,0.999315537,3345.895,305.5697,1.575
"802","Saiga tatarica",35664.0016666667,"Mammalia","Artiodactyla","Bovidae","Saiga","tatarica","Steppe Saiga",149.42192,86.25656,0.999315537,3345.895,305.5697,1.575
"803","Saimiri boliviensis",707.3625,"Mammalia","Primates","Cebidae","Saimiri","boliviensis","Black-capped Squirrel Monkey",162.545,177,1.024298426,107.5,1090.58878,1
"804","Saimiri sciureus",861.425,"Mammalia","Primates","Cebidae","Saimiri","sciureus","Common Squirrel Monkey",164.09,177,1.024298426,107.5,1090.58878,1
"805","Saimiri vanzolinii",799.45,"Mammalia","Primates","Cebidae","Saimiri","vanzolinii","Black Squirrel Monkey",162.545,177,1.024298426,107.5,1090.58878,1
"806","Sarcophilus harrisii",6512.5,"Mammalia","Dasyuromorphia","Dasyuridae","Sarcophilus","harrisii","Tasmanian Devil",26,243.33,0.999315537,0.02175,730.56,2.94
"807","Sciurus lis",324.75,"Mammalia","Rodentia","Sciuridae","Sciurus","lis","Japanese Squirrel",38,64.9737,0.249486653,9.785,300.2,4.43
"808","Sciurus nayaritensis",702,"Mammalia","Rodentia","Sciuridae","Sciurus","nayaritensis","Mexican Fox Squirrel",43,76,1,13,327,2.5
"809","Sciurus vulgaris",432.91875,"Mammalia","Rodentia","Sciuridae","Sciurus","vulgaris","Eurasian Red Squirrel",38,64.51,0.249486653,10,300.2,4.43
"810","Scotinomys teguina",11.8333333333333,"Mammalia","Rodentia","Cricetidae","Scotinomys","teguina","Short-tailed Singing Mouse",30.97018,20.84824,0.084736482,1.23,36.68134,2.625
"811","Scotinomys xerampelinus",14.7566666666667,"Mammalia","Rodentia","Cricetidae","Scotinomys","xerampelinus","Long-tailed Singing Mouse",33.35262,24.27222,0.090622861,1.23,55.94214,3.055
"812","Semnopithecus ajax",12679.29,"Mammalia","Primates","Cercopithecidae","Semnopithecus","ajax","Kashmir Gray Langur",192,349.40528,1.398973306,500,1236.91904,1.02
"813","Semnopithecus dussumieri",12679.29,"Mammalia","Primates","Cercopithecidae","Semnopithecus","dussumieri","Southern Plains Gray Langur",192,349.40528,1.398973306,500,1236.91904,1.02
"814","Semnopithecus entellus",13237.43,"Mammalia","Primates","Cercopithecidae","Semnopithecus","entellus","Northern Plains Gray Langur",192,349.40528,1.398973306,500,1236.91904,1.02
"815","Semnopithecus hector",12679.29,"Mammalia","Primates","Cercopithecidae","Semnopithecus","hector","Tarai Gray Langur",192,349.40528,1.398973306,500,1236.91904,1.02
"816","Semnopithecus hypoleucos",12236.395,"Mammalia","Primates","Cercopithecidae","Semnopithecus","hypoleucos","Black-footed Gray Langur",192,349.40528,1.398973306,500,1236.91904,1.02
"817","Semnopithecus priam",12679.29,"Mammalia","Primates","Cercopithecidae","Semnopithecus","priam","Tufted Gray Langur",192,349.40528,1.398973306,500,1236.91904,1.02
"818","Semnopithecus schistaceus",12679.29,"Mammalia","Primates","Cercopithecidae","Semnopithecus","schistaceus","Nepal Gray Langur",192,349.40528,1.398973306,500,1236.91904,1.02
"819","Setonix brachyurus",2978.62083333333,"Mammalia","Diprotodontia","Macropodidae","Setonix","brachyurus","Quokka",26.945,249.12,0.971937029,0.382,347.095,1
"820","Sminthopsis crassicaudata",15.61436776,"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Fat-tailed Dunnart",15,70,0.26146475,0.01,121.76,7
"821","Sminthopsis macroura",20.5535532275,"Mammalia","Dasyuromorphia","Dasyuridae","Sminthopsis","macroura","Stripe-faced Dunnart",12,70,0.501026694,0.01,132.4,7
"822","Sorex antinorii",8.195,"Mammalia","Soricomorpha","Soricidae","Sorex","antinorii","Valais Shrew",21.00042,25,0.115756331,0.44,325.96956,6.56
"823","Sorex araneus",8.83875,"Mammalia","Soricomorpha","Soricidae","Sorex","araneus","Common Shrew",21.00042,25,0.115756331,0.44,325.96956,6.56
"824","Sorex coronatus",8.75,"Mammalia","Soricomorpha","Soricidae","Sorex","coronatus","Millet's Shrew",21.25042,25.8706,0.115756331,0.47,319.43478,6.03
"825","Sorex excelsus",8.2,"Mammalia","Soricomorpha","Soricidae","Sorex","excelsus","Chinese Highland Shrew",21.00042,25,0.115756331,0.44,325.96956,6.56
"826","Sorex roboratus",8.2,"Mammalia","Soricomorpha","Soricidae","Sorex","roboratus","Flat-skulled Shrew",21.00042,25,0.115756331,0.44,325.96956,6.565
"827","Sorex samniticus",8.2,"Mammalia","Soricomorpha","Soricidae","Sorex","samniticus","Apennine Shrew",21.00042,25,0.115756331,0.44,325.96956,6.56
"828","Sorex satunini",8.195,"Mammalia","Soricomorpha","Soricidae","Sorex","satunini","Caucasian Shrew",21.00042,25,0.115756331,0.44,325.96956,6.295
"829","Sorex sinalis",8.2,"Mammalia","Soricomorpha","Soricidae","Sorex","sinalis","Chinese Shrew",21.00042,25,0.115756331,0.44,325.96956,6.56
"830","Sousa teuszii",100000,"Mammalia","Cetacea","Delphinidae","Sousa","teuszii","Atlantic Humpbacked Dolphin",365.28,913.2,1,10000,2008.875,1
"831","Speothos venaticus",6000,"Mammalia","Carnivora","Canidae","Speothos","venaticus","Bush Dog",67.89,101.17594,0.680273785,157.5,319.598,4.13
"832","Spilogale angustifrons",612,"Mammalia","Carnivora","Mephitidae","Spilogale","angustifrons","Southern Spotted Skunk",37.24,52.195,0.666201232,9.5,304.36,7.5
"833","Spilogale gracilis",612,"Mammalia","Carnivora","Mephitidae","Spilogale","gracilis","Western Spotted Skunk",37.24,52.195,0.666201232,9.5,304.36,5.07
"834","Spilogale putorius",579.68625,"Mammalia","Carnivora","Mephitidae","Spilogale","putorius","Eastern Spotted Skunk",32.99,50,0.666201232,12.29,196.96,5
"835","Stenella attenuata",110416.666666667,"Mammalia","Cetacea","Delphinidae","Stenella","attenuata","Pantropical Spotted Dolphin",345.095,543,3.037303217,10000,3287.25,1
"836","Stenella clymene",75000,"Mammalia","Cetacea","Delphinidae","Stenella","clymene","Clymene Dolphin",319.4722,405.05,2.581752225,7059.825,1947.34478,1
"837","Stenella coeruleoalba",113900,"Mammalia","Cetacea","Delphinidae","Stenella","coeruleoalba","Striped Dolphin",368.2756,456.25,3.464065708,11300,2880.7674,1.5
"838","Stenella longirostris",62853.117835,"Mammalia","Cetacea","Delphinidae","Stenella","longirostris","Spinner Dolphin",316.5344,405.05,2.581752225,7059.825,1947.34478,0.99
"839","Suncus montanus",45.87,"Mammalia","Soricomorpha","Soricidae","Suncus","montanus","Asian Highland Shrew",30,19.08,0.153319644,2.64,36,3.05
"840","Suncus murinus",47.705,"Mammalia","Soricomorpha","Soricidae","Suncus","murinus","Asian House Shrew",30,19.08,0.153319644,2.64,36,3.05
"841","Suncus zeylanicus",45.87,"Mammalia","Soricomorpha","Soricidae","Suncus","zeylanicus","Jungle Shrew",30,19.08,0.153319644,2.64,36,3.05
"842","Suricata suricatta",792.916666675,"Mammalia","Carnivora","Herpestidae","Suricata","suricatta","Meerkat",77,44,0.999315537,29.75,365,3.86
"843","Sus scrofa",125200,"Mammalia","Artiodactyla","Suidae","Sus","scrofa","Wild Boar",115.2,97.88,0.629705681,995,334,5.5675
"844","Sylvicapra grimmia",17997.6666666667,"Mammalia","Artiodactyla","Bovidae","Sylvicapra","grimmia","Bush Duiker",165,125.915,0.655715264,1581.45,293.14,1
"845","Sylvilagus bachmani",711.1,"Mammalia","Lagomorpha","Leporidae","Sylvilagus","bachmani","Brush Rabbit",27.1962,17.72234,0.080766598,27.71,154.31052,3.495
"846","Sylvilagus cognatus",1207.19,"Mammalia","Lagomorpha","Leporidae","Sylvilagus","cognatus","Manzano Mountain Cottontail",28.6962,24,0.08275154,37.165,123,5
"847","Sylvilagus floridanus",1122.865,"Mammalia","Lagomorpha","Leporidae","Sylvilagus","floridanus","Eastern Cottontail",28.6962,24,0.08275154,37.165,123,5
"848","Sylvilagus mansuetus",707.67,"Mammalia","Lagomorpha","Leporidae","Sylvilagus","mansuetus","San Jose Brush Rabbit",27.1962,17.72234,0.080766598,27.71,154.31052,3.495
"849","Sylvilagus robustus",1207.19,"Mammalia","Lagomorpha","Leporidae","Sylvilagus","robustus","Robust Cottontail",28.6962,24,0.08275154,37.165,123,5
"850","Sylvilagus transitionalis",985.066666666667,"Mammalia","Lagomorpha","Leporidae","Sylvilagus","transitionalis","New England Cottontail",28,22.78,0.08275154,34.24,121.76328,4.775
"851","Symphalangus syndactylus",10889.8333333333,"Mammalia","Primates","Hylobatidae","Symphalangus","syndactylus","Siamang",231,642,2.204996578,517,2455.4892,1.02
"852","Syncerus caffer",572294.33,"Mammalia","Artiodactyla","Bovidae","Syncerus","caffer","African Buffalo",333.35454,289,1.74366872,43431.25,1475,1.08
"853","Tachyglossus aculeatus",2940.85716075,"Mammalia","Monotremata","Tachyglossidae","Tachyglossus","aculeatus","Short-beaked Echidna",19.86,185.04,2.748117728,0.3745,552.425,1
"854","Tachyoryctes ibeanus",202.25,"Mammalia","Rodentia","Spalacidae","Tachyoryctes","ibeanus","Kenyan African Mole Rat",40.20148,37.3184,0.473648186,17.5,144.54282,1.425
"855","Tachyoryctes splendens",196.625,"Mammalia","Rodentia","Spalacidae","Tachyoryctes","splendens","Northeast African Mole Rat",40.20148,37.3184,0.473648186,17.5,144.54282,1.425
"856","Tadarida brasiliensis",12.575,"Mammalia","Chiroptera","Molossidae","Tadarida","brasiliensis","Brazilian Free-tailed Bat (known as the Mexican Free-tailed Bat in North America",83.995,54.24,0.999315537,2.995,336.63,1.055
"857","Tamias amoenus",52.4666666666667,"Mammalia","Rodentia","Sciuridae","Tamias","amoenus","Yellow-pine Chipmunk",29.828015,44.1322,0.999315537,2.62,353.51214,5.19
"858","Tamias minimus",45.61875,"Mammalia","Rodentia","Sciuridae","Tamias","minimus","Least Chipmunk",29.52292,44,0.999315537,2.3,365,4.95
"859","Tamias sibiricus",85,"Mammalia","Rodentia","Sciuridae","Tamias","sibiricus","Siberian Chipmunk",34.83852,36.4984,0.282683094,4,350.014,4.825
"860","Tapirus indicus",248125,"Mammalia","Perissodactyla","Tapiridae","Tapirus","indicus","Malayan Tapir",392,193.87732,1.898699521,6848.35,1132.72,1
"861","Tapirus terrestris",206527.929733333,"Mammalia","Perissodactyla","Tapiridae","Tapirus","terrestris","South American Tapir",396.86,289,0.177960301,5608.75,862.17,1
"862","Tarsipes rostratus",9.62159217475,"Mammalia","Diprotodontia","Tarsipedidae","Tarsipes","rostratus","Honey possum",61.27,89.74,0.334017796,0.0043,177.2,2.965
"863","Tarsius bancanus",119.2225,"Mammalia","Primates","Tarsiidae","Tarsius","bancanus","Horsfield's Tarsier",178,78.55,0.698548939,25.01,920,1
"864","Tarsius tarsier",173,"Mammalia","Primates","Tarsiidae","Tarsius","tarsier","Spectral Tarsier",176.37016,68.34986,0.718412047,24.845,501.76184,1
"865","Tatera indica",123.235,"Mammalia","Rodentia","Muridae","Tatera","indica","Indian Gerbil",26,24.04444,0.130882957,3,84.35,5.4
"866","Taurotragus derbianus",621296.345,"Mammalia","Artiodactyla","Bovidae","Taurotragus","derbianus","Derby Eland",264,182,0.926762491,30889.05,913.125,1
"867","Taurotragus oryx",358163.5,"Mammalia","Artiodactyla","Bovidae","Taurotragus","oryx","Common Eland",271,182,0.926762491,30889.05,672.49,1
"868","Taxidea taxus",7679.375,"Mammalia","Carnivora","Mustelidae","Taxidea","taxus","American Badger",43.8,51.13248,0.999315537,93.5,223.7046,3
"869","Thallomys paedulcus",101.2,"Mammalia","Rodentia","Muridae","Thallomys","paedulcus","Acacia Thallomys",26.34,29.65864,0.07118412,2.65,100.24326,3.1
"870","Theropithecus gelada",16254.7033333333,"Mammalia","Primates","Cercopithecidae","Theropithecus","gelada","Gelada",172.41658,450.8572,2.062286105,464.25,1400.0934,1
"871","Thomomys bulbivorus",105.07,"Mammalia","Rodentia","Geomyidae","Thomomys","bulbivorus","Camas Pocket Gopher",22.73966,40.81276,0.999315537,4.63,294.0206,5.04
"872","Thomomys clusius",101.12,"Mammalia","Rodentia","Geomyidae","Thomomys","clusius","Wyoming Pocket Gopher",22.73966,36.64776,0.999315537,3.135,294.0206,5.795
"873","Thomomys idahoensis",101.12,"Mammalia","Rodentia","Geomyidae","Thomomys","idahoensis","Idaho Pocket Gopher",22.73966,36.64776,0.999315537,3.135,294.0206,4.975
"874","Thomomys talpoides",112.373333333333,"Mammalia","Rodentia","Geomyidae","Thomomys","talpoides","Northern Pocket Gopher",22.73966,36.64776,0.999315537,3.135,294.0206,4.975
"875","Thrichomys apereoides",354.5625,"Mammalia","Rodentia","Echimyidae","Thrichomys","apereoides","Common Punare",95.3958,34.58,0.265571526,21.1,178,3.15
"876","Thrichomys inermis",348.25,"Mammalia","Rodentia","Echimyidae","Thrichomys","inermis","Highlands Punare",95.3958,34.58,0.265571526,21.1,178,3.15
"877","Thrichomys pachyurus",373.5,"Mammalia","Rodentia","Echimyidae","Thrichomys","pachyurus","Paraguayan Punare",95.3958,34.58,0.265571526,21.1,178,3.125
"878","Thylogale billardierii",4777.74928166667,"Mammalia","Diprotodontia","Macropodidae","Thylogale","billardierii","Tasmanian Pademelon",29.865,245.585,0.668720055,0.41,426.925,1
"879","Thylogale brunii",4796,"Mammalia","Diprotodontia","Macropodidae","Thylogale","brunii","Dusky Pademelon",29.89,320,0.999315537,0.4345,343.92,1
"880","Trachypithecus phayrei",7823.94,"Mammalia","Primates","Cercopithecidae","Trachypithecus","phayrei","Phayre's Leaf-monkey",158.37256,336.23206,1.249144422,329.83,1460.928,1
"881","Trachypithecus vetulus",7081.8,"Mammalia","Primates","Cercopithecidae","Trachypithecus","vetulus","Purple-faced Langur",211,250,2.146009582,432.33,1278,1
"882","Tragelaphus angasii",113555.556666667,"Mammalia","Artiodactyla","Bovidae","Tragelaphus","angasii","Nyala",224,213,0.810403833,5232.5,452,1
"883","Tragelaphus imberbis",82300,"Mammalia","Artiodactyla","Bovidae","Tragelaphus","imberbis","Lesser Kudu",235,274,0.707843943,5891.21,666.44,1
"884","Tragelaphus strepsiceros",209337.491966667,"Mammalia","Artiodactyla","Bovidae","Tragelaphus","strepsiceros","Greater Kudu",225.5363175,182.808,0.999315537,15758.285,560.0224,1
"885","Tragulus kanchil",3850,"Mammalia","Artiodactyla","Tragulidae","Tragulus","kanchil","Lesser Mouse-deer",153.62,86.86656,0.416262834,372.99,156.785,1
"886","Tragulus napu",5616.66666666667,"Mammalia","Artiodactyla","Tragulidae","Tragulus","napu","Greater Mouse-deer",153.62,86.86656,0.416262834,372.99,156.785,1
"887","Tragulus nigricans",3850,"Mammalia","Artiodactyla","Tragulidae","Tragulus","nigricans","Philippine Mouse-deer",153.62,86.86656,0.416262834,372.99,156.785,1
